"","X1","Teams","SQ_PPP","Possessions","Points Expected","Points Scored","OFFENSIVE_OPP_rating","DEFENSIVE_OPP_rating","Turnovers","Offensive_Rebounds","Midrange Attempts","3PT Attempts","Post Up Attempts","Drives_Freq","game_id","date","Date","Rim FG% Expected","Rim FG%","Rim FG% Difference","3PT FG% Expected","3PT FG%","3PT FG% Difference","Midrange FG% Expected","Midrange FG%","Midrange FG% Difference","Post Up FG% Expected","Post Up FG%","Post Up FG% Difference","Free Throw % Expected","Free Throw %","Free Throw % Difference","Shot Attempts","Rim Attempts","Free Throw Attempts","Opponent","Points Allowed","Point Differential Team"
"186",1971,"Orlando Magic",0.948204673076652,96,91.0276486153586,108,0.97381534177096,1.0144084935695,18,7,12,37,2,34,881016,"9/3/2022","9/3/2022",0.575588235294118,0.617647058823529,-0.0420588235294118,0.313963963963964,0.378378378378378,-0.0644144144144144,0.47,0.541666666666667,-0.0716666666666667,0.5,0.265,-0.235,0.796547317407615,0.821428571428571,-0.024881254020956,76,28,26,"New Orleans Pelicans",104,4
"187",1970,"Minnesota Timberwolves",1.1728719393228,102,119.632937810926,132,0.917893741936555,1.00760731932258,14,6,5,52,3,39,881015,"9/3/2022","9/3/2022",0.715897435897436,0.782051282051282,-0.0661538461538461,0.341666666666667,0.423076923076923,-0.0814102564102564,0.408,0.4,0.00800000000000001,0,0.125,0.125,0.764685701032468,0.75,0.0146857010324685,86,28,26,"Oklahoma City Thunder",101,31
"188",1969,"Oklahoma City Thunder",1.00255246017673,102,102.260350938026,102,0.998776627618554,0.994614312801883,15,9,4,44,0,51,881015,"9/3/2022","9/3/2022",0.540196078431373,0.53921568627451,0.000980392156862742,0.312045454545455,0.318181818181818,-0.00613636363636364,0.50375,0.5,0.00375000000000003,NA,NA,NA,0.74556770928975,0.666666666666667,0.0789010426230837,90,41,22,"Minnesota Timberwolves",132,-31
"189",1968,"Houston Rockets",0.994137496290541,114,113.331674577122,139,0.994928139163707,1.00691799852995,17,10,12,40,4,53,881014,"9/3/2022","9/3/2022",0.576981132075472,0.613207547169811,-0.0362264150943395,0.329916666666667,0.425,-0.0950833333333333,0.417083333333333,0.666666666666667,-0.249583333333333,0.25,0.34625,0.09625,0.742656391390316,0.863636363636364,-0.120979972246048,104,46,18,"Los Angeles Lakers",130,7
"190",1967,"Los Angeles Lakers",1.11642948942362,114,127.272961794292,130,0.956445111610741,1.04777965027664,15,12,13,47,5,50,881014,"9/3/2022","9/3/2022",0.6457,0.58,0.0657,0.350992907801418,0.382978723404255,-0.0319858156028369,0.416923076923077,0.538461538461538,-0.121538461538462,0.2,0.436,0.236,0.707114983557786,0.692307692307692,0.0148072912500933,101,37,26,"Houston Rockets",137,-7
"191",1965,"Atlanta Hawks",1.27809451165554,97,123.975167630587,115,1.04021518047386,0.989051458963955,9,7,19,38,3,38,881013,"9/3/2022","9/3/2022",0.703684210526316,0.736842105263158,-0.0331578947368421,0.38640350877193,0.289473684210526,0.0969298245614035,0.466315789473684,0.631578947368421,-0.165263157894737,0,0.416666666666667,0.416666666666667,0.764849149746858,0.807692307692308,-0.0428431579454496,86,27,22,"Milwaukee Bucks",122,-7
"192",1966,"Milwaukee Bucks",1.21755501544768,97,118.102836498425,124,1.03811755471497,1.01588768154392,8,11,17,35,5,44,881013,"9/3/2022","9/3/2022",0.705681818181818,0.715909090909091,-0.0102272727272728,0.373047619047619,0.342857142857143,0.0301904761904763,0.439705882352941,0.411764705882353,0.0279411764705882,0.5,0.545,0.0449999999999999,0.673384786891191,0.791666666666667,-0.118281879775476,97,38,20,"Atlanta Hawks",115,7
"193",1964,"Miami Heat",1.04532040825757,99,103.486720417499,90,1.05317652044106,0.971166135882797,14,6,12,34,4,43,881012,"9/3/2022","9/3/2022",0.541046511627907,0.465116279069767,0.0759302325581395,0.373529411764706,0.313725490196078,0.0598039215686275,0.357916666666667,0.416666666666667,-0.05875,0.75,0.81,0.0599999999999999,0.793048036008074,0.857142857142857,-0.0640948211347828,88,42,12,"Phoenix Suns",111,-21
"194",1963,"Phoenix Suns",1.10465858081275,99,109.361199500462,111,0.995683512654039,0.989632970741293,14,14,16,38,5,45,881012,"9/3/2022","9/3/2022",0.605444444444444,0.566666666666667,0.0387777777777778,0.372456140350877,0.315789473684211,0.0566666666666667,0.5175,0.5625,-0.045,0.6,0.424,-0.176,0.794942926493425,1.08333333333333,-0.288390406839908,99,42,9,"Miami Heat",90,21
"195",1961,"Chicago Bulls",1.20257605148518,95,114.244724891092,114,0.922463452205628,1.0122605258097,11,2,28,16,9,38,881011,"9/3/2022","9/3/2022",0.648157894736842,0.776315789473684,-0.128157894736842,0.404583333333333,0.229166666666667,0.175416666666667,0.56375,0.553571428571429,0.0101785714285714,0.666666666666667,0.535,-0.131666666666667,0.78989379706945,0.972222222222222,-0.182328425152772,75,30,34,"Detroit Pistons",107,9
"196",1962,"Detroit Pistons",0.995565435323683,96,95.5742817910736,108,1.02691520927547,1.01009465138263,16,5,14,31,3,42,881011,"9/3/2022","9/3/2022",0.569404761904762,0.654761904761905,-0.0853571428571429,0.350322580645161,0.354838709677419,-0.00451612903225803,0.4525,0.535714285714286,-0.0832142857142857,0.666666666666667,0.451666666666667,-0.215,0.755223982045299,0.777777777777778,-0.0225537957324786,83,34,16,"Chicago Bulls",116,-9
"197",1959,"Boston Celtics",1.1805177735536,92,108.607635166931,115,1.00146737475009,1.01059114470587,11,16,16,37,1,41,881010,"9/3/2022","9/3/2022",0.660609756097561,0.670731707317073,-0.0101219512195122,0.394054054054054,0.324324324324324,0.0697297297297297,0.4965625,0.5,-0.00343749999999998,1,0.495,-0.505,0.768757122185547,0.785714285714286,-0.0169571635287384,94,40,12,"Charlotte Hornets",100,14
"198",1960,"Charlotte Hornets",1.03831724360855,91,94.4868691683782,101,1.01895688854746,0.953945268344396,16,15,9,32,5,51,881010,"9/3/2022","9/3/2022",0.569313725490196,0.627450980392157,-0.0581372549019608,0.355625,0.25,0.105625,0.405555555555556,0.444444444444444,-0.0388888888888889,0.2,0.275,0.075,0.716615057307623,0.785714285714286,-0.0690992284066624,86,39,26,"Boston Celtics",114,-14
"199",1958,"Golden State Warriors",1.03972054308904,100,103.972054308904,112,0.999016964836608,0.979081820096392,16,10,16,34,2,46,881009,"8/3/2022","8/3/2022",0.608260869565217,0.641304347826087,-0.0330434782608695,0.348333333333333,0.382352941176471,-0.0340196078431373,0.373125,0.375,-0.00187500000000002,0,0.3725,0.3725,0.77074798839559,0.857142857142857,-0.0863948687472674,92,40,13,"Los Angeles Clippers",97,15
"200",1957,"Los Angeles Clippers",1.05229681301326,101,106.28197811434,97,1.01709422694461,0.982334288306315,13,12,22,40,3,41,881009,"8/3/2022","8/3/2022",0.520853658536585,0.451219512195122,0.0696341463414634,0.386083333333333,0.308333333333333,0.07775,0.388863636363636,0.454545454545455,-0.0656818181818182,0.333333333333333,0.425,0.0916666666666667,0.809353803284269,0.875,-0.0656461967157315,93,31,22,"Golden State Warriors",112,-15
"201",1955,"Milwaukee Bucks",1.19965984020516,102,122.365303700926,142,0.918374894892113,1.00684164494068,13,16,18,41,6,46,881008,"8/3/2022","8/3/2022",0.6375,0.576086956521739,0.0614130434782608,0.371219512195122,0.51219512195122,-0.140975609756098,0.445833333333333,0.444444444444444,0.00138888888888888,0.666666666666667,0.383333333333333,-0.283333333333333,0.701252446416477,0.818181818181818,-0.116929371765341,99,38,19,"Oklahoma City Thunder",115,25
"202",1956,"Oklahoma City Thunder",1.04416438813447,101,105.460603201581,115,1.03893227327204,0.986823259603036,14,6,14,39,0,39,881008,"8/3/2022","8/3/2022",0.612435897435897,0.615384615384615,-0.00294871794871798,0.310598290598291,0.41025641025641,-0.0996581196581197,0.511428571428571,0.607142857142857,-0.0957142857142856,NA,NA,NA,0.755762935277276,0.75,0.005762935277276,84,31,21,"Milwaukee Bucks",140,-25
"203",1954,"Memphis Grizzlies",1.21869015182214,99,120.650325030392,132,0.973547574245973,1.01638124458375,11,15,13,46,1,50,881007,"8/3/2022","8/3/2022",0.6493,0.7,-0.0507,0.369492753623188,0.376811594202899,-0.00731884057971014,0.443076923076923,0.346153846153846,0.0969230769230769,0,0.725,0.725,0.735992781639194,0.923076923076923,-0.187084141437729,102,44,21,"New Orleans Pelicans",110,21
"204",1953,"New Orleans Pelicans",1.10553851554197,99,109.448313038655,111,0.995118286087449,0.979880902809322,13,12,8,34,6,53,881007,"8/3/2022","8/3/2022",0.561981132075472,0.547169811320755,0.014811320754717,0.34921568627451,0.323529411764706,0.0256862745098039,0.456875,0.625,-0.168125,0.5,0.450833333333333,-0.0491666666666667,0.682584096245848,0.642857142857143,0.0397269533887055,89,40,26,"Memphis Grizzlies",131,-21
"205",1952,"Orlando Magic",0.988010117019996,103,101.76504205306,99,1.05375764853141,0.971470158503003,11,8,13,40,3,45,881006,"8/3/2022","8/3/2022",0.550555555555556,0.644444444444444,-0.0938888888888889,0.337166666666667,0.175,0.162166666666667,0.351538461538462,0.307692307692308,0.0438461538461538,0.666666666666667,0.433333333333333,-0.233333333333333,0.785746202205812,0.916666666666667,-0.130920464460854,93,37,23,"Phoenix Suns",102,-7
"206",1951,"Phoenix Suns",1.13254896024563,103,116.652542905299,102,0.89899012480842,1.00060014764138,10,6,13,38,4,46,881006,"8/3/2022","8/3/2022",0.602391304347826,0.521739130434783,0.0806521739130435,0.382280701754386,0.368421052631579,0.013859649122807,0.365769230769231,0.153846153846154,0.211923076923077,0.5,0.345,-0.155,0.792275159593346,0.909090909090909,-0.116815749497563,92,38,21,"Orlando Magic",95,7
"207",1949,"Cleveland Cavaliers",1.14581293344031,98,112.28966747715,127,0.955425796946042,1.014485964378,7,14,8,32,8,59,881005,"8/3/2022","8/3/2022",0.557796610169492,0.661016949152542,-0.103220338983051,0.3671875,0.28125,0.0859375,0.36125,0.25,0.11125,0.75,0.448125,-0.301875,0.72869560329215,0.884615384615385,-0.155919781323235,96,50,26,"Indiana Pacers",125,1
"208",1950,"Indiana Pacers",1.01542997769048,99,100.527567791357,124,0.9687657198593,0.970493059173184,18,11,10,32,2,52,881005,"8/3/2022","8/3/2022",0.530769230769231,0.557692307692308,-0.0269230769230769,0.333541666666667,0.5,-0.166458333333333,0.5475,0.8,-0.2525,0,0.3075,0.3075,0.759003077212669,0.722222222222222,0.0367808549904464,91,48,15,"Cleveland Cavaliers",126,-1
"209",1947,"Brooklyn Nets",1.23244477664826,103,126.941811994771,132,1.00237801157587,1.00935516080267,16,6,15,36,1,37,881004,"8/3/2022","8/3/2022",0.658648648648649,0.716216216216216,-0.0575675675675675,0.441666666666667,0.518518518518518,-0.0768518518518519,0.561333333333333,0.4,0.161333333333333,1,0.5,-0.5,0.72983860210751,0.785714285714286,-0.055875683606776,83,33,27,"Charlotte Hornets",121,10
"210",1948,"Charlotte Hornets",1.09498944634561,103,112.783912973598,121,1.04193793645186,1.00302137086793,15,10,6,42,1,51,881004,"8/3/2022","8/3/2022",0.578823529411765,0.637254901960784,-0.0584313725490195,0.355952380952381,0.333333333333333,0.0226190476190476,0.413333333333333,0.666666666666667,-0.253333333333333,1,0.485,-0.515,0.777304825190439,1,-0.222695174809561,94,44,19,"Brooklyn Nets",131,-10
"211",1945,"New York Knicks",1.17881852345012,98,115.524215298112,131,1.02188839404026,1.01283468107849,7,9,11,42,3,45,881003,"7/3/2022","7/3/2022",0.570333333333333,0.666666666666667,-0.0963333333333333,0.374444444444444,0.428571428571429,-0.0541269841269842,0.436818181818182,0.454545454545455,-0.0177272727272727,0.666666666666667,0.525,-0.141666666666667,0.799281689350044,0.95,-0.150718310649956,95,38,20,"Sacramento Kings",115,16
"212",1946,"Sacramento Kings",1.23051431484248,99,121.820917169406,115,1.00346188500836,1.01320106587943,11,4,15,32,3,42,881003,"7/3/2022","7/3/2022",0.703571428571429,0.69047619047619,0.013095238095238,0.3528125,0.34375,0.00906249999999997,0.58,0.533333333333333,0.0466666666666666,0.333333333333333,0.275,-0.0583333333333333,0.71698050808237,0.738095238095238,-0.0211147300128681,80,34,36,"New York Knicks",131,-16
"213",1943,"Los Angeles Lakers",1.04833376120142,99,103.78504235894,110,0.984538472278011,0.992637353890099,15,12,14,25,7,59,881002,"7/3/2022","7/3/2022",0.57271186440678,0.593220338983051,-0.0205084745762711,0.324133333333333,0.28,0.0441333333333334,0.408214285714286,0.428571428571429,-0.0203571428571428,0.285714285714286,0.212142857142857,-0.0735714285714286,0.744190686354343,0.730769230769231,0.0134214555851124,90,47,23,"San Antonio Spurs",114,-7
"214",1944,"San Antonio Spurs",1.06601425041169,100,106.601425041169,117,0.994439168810952,1.00871072135793,16,12,13,26,2,55,881002,"7/3/2022","7/3/2022",0.567181818181818,0.590909090909091,-0.0237272727272727,0.357948717948718,0.320512820512821,0.0374358974358974,0.428461538461538,0.615384615384615,-0.186923076923077,1,0.5325,-0.4675,0.680116605222176,0.53125,0.148866605222176,82,42,29,"Los Angeles Lakers",107,7
"215",1942,"Dallas Mavericks",1.18327015262173,92,108.860854041199,111,1.07699514908612,0.983404744629331,9,9,11,46,0,35,881001,"7/3/2022","7/3/2022",0.650428571428571,0.585714285714286,0.0647142857142857,0.379130434782609,0.369565217391304,0.00956521739130434,0.476818181818182,0.545454545454545,-0.0686363636363636,NA,NA,NA,0.751866492982343,0.8,-0.0481335070176567,90,31,18,"Utah Jazz",102,7
"216",1941,"Utah Jazz",1.194833573299,93,111.119522316807,103,1.07073623352076,0.997474742787971,13,12,9,32,3,44,881001,"7/3/2022","7/3/2022",0.626818181818182,0.556818181818182,0.0700000000000001,0.429791666666667,0.40625,0.0235416666666666,0.483333333333333,0.333333333333333,0.15,0.666666666666667,0.563333333333333,-0.103333333333333,0.807980052238313,0.730769230769231,0.0772108214690826,83,41,22,"Dallas Mavericks",109,-7
"217",1940,"Minnesota Timberwolves",1.13678673423988,107,121.636180563668,124,0.999827844703996,1.03204464790751,18,19,8,43,5,59,881000,"7/3/2022","7/3/2022",0.670677966101695,0.652542372881356,0.018135593220339,0.347209302325581,0.302325581395349,0.0448837209302326,0.404375,0.25,0.154375,0.3,0.339,0.039,0.749132637346187,0.791666666666667,-0.0425340293204796,93,40,43,"Portland Trail Blazers",81,42
"218",1939,"Portland Trail Blazers",0.948483379312071,106,100.53923820708,81,0.998061328725947,0.996396311930335,17,8,12,30,1,54,881000,"7/3/2022","7/3/2022",0.464537037037037,0.398148148148148,0.0663888888888889,0.343,0.3,0.043,0.3175,0.166666666666667,0.150833333333333,0,0,0,0.697816249772835,0.823529411764706,-0.12571316199187,82,42,34,"Minnesota Timberwolves",123,-42
"219",1937,"Houston Rockets",1.0514530234759,94,98.8365842067348,106,0.996315850635141,0.989252061783257,10,9,5,43,5,46,880999,"7/3/2022","7/3/2022",0.527608695652174,0.543478260869565,-0.0158695652173912,0.332403100775194,0.325581395348837,0.00682170542635659,0.427,0.8,-0.373,0.3,0.348,0.048,0.662301799315056,0.75,-0.0876982006849443,88,37,20,"Miami Heat",123,-17
"220",1938,"Miami Heat",1.18830938878412,94,111.701082545707,123,0.957272752288093,1.04818281458844,14,13,14,32,6,46,880999,"7/3/2022","7/3/2022",0.614673913043478,0.597826086956522,0.0168478260869566,0.35875,0.4375,-0.07875,0.518928571428571,0.571428571428571,-0.0525,0.833333333333333,0.7575,-0.0758333333333333,0.812724217474286,0.85,-0.0372757825257138,91,40,14,"Houston Rockets",106,17
"221",1935,"Chicago Bulls",1.10178120578961,95,104.669214550013,106,1.05579436476527,1.00101424521415,13,14,24,24,4,47,880998,"7/3/2022","7/3/2022",0.582127659574468,0.617021276595745,-0.0348936170212766,0.370833333333333,0.333333333333333,0.0375,0.505208333333333,0.375,0.130208333333333,0.5,0.51125,0.01125,0.804873861383405,0.769230769230769,0.0356430921526361,87,37,26,"Philadelphia 76ers",120,-14
"222",1936,"Philadelphia 76ers",1.26831366565551,96,121.758111902929,121,1.02572429660779,1.01143780731269,9,8,9,30,8,53,880998,"7/3/2022","7/3/2022",0.675943396226415,0.641509433962264,0.034433962264151,0.381444444444444,0.4,-0.0185555555555555,0.592222222222222,0.5,0.0922222222222222,0.4375,0.596875,0.159375,0.79704027112161,0.805555555555556,-0.00851528443394511,84,40,32,"Chicago Bulls",106,14
"223",1933,"Atlanta Hawks",1.21978250961636,98,119.538685942404,110,0.922588855457654,1.01095813394082,13,13,18,38,6,43,880997,"7/3/2022","7/3/2022",0.651860465116279,0.662790697674419,-0.0109302325581395,0.396929824561404,0.289473684210526,0.107456140350877,0.484166666666667,0.416666666666667,0.0675,0.25,0.4575,0.2075,0.772116691238823,0.708333333333333,0.0637833579054893,93,34,22,"Detroit Pistons",113,-3
"224",1934,"Detroit Pistons",1.01728010454124,97,98.6761701405,113,1.03656366790822,1.01439879036262,12,15,17,34,4,47,880997,"7/3/2022","7/3/2022",0.543723404255319,0.617021276595745,-0.0732978723404255,0.344411764705882,0.362745098039216,-0.0183333333333333,0.381470588235294,0.352941176470588,0.0285294117647059,0,0.3475,0.3475,0.767627123173702,0.666666666666667,0.100960456507035,93,39,22,"Atlanta Hawks",110,3
"225",1930,"Denver Nuggets",1.20905088937125,110,132.995597830838,138,0.973546740098588,1.01556479059023,15,10,14,33,4,51,880996,"6/3/2022","6/3/2022",0.736960784313725,0.774509803921569,-0.0375490196078432,0.371111111111111,0.303030303030303,0.0680808080808081,0.505,0.5,0.005,0.5,0.49875,-0.00124999999999997,0.740804828957412,0.804347826086957,-0.0635429971295448,88,40,42,"New Orleans Pelicans",126,12
"226",1929,"New Orleans Pelicans",1.13860891453355,110,125.246980598691,130,1.00634463591924,1.02388180399321,14,13,26,33,2,47,880996,"6/3/2022","6/3/2022",0.612127659574468,0.5,0.112127659574468,0.344444444444444,0.424242424242424,-0.0797979797979798,0.501730769230769,0.576923076923077,-0.0751923076923077,0.5,0.31,-0.19,0.766820665646439,0.642857142857143,0.123963522789296,105,42,24,"Denver Nuggets",138,-12
"227",1928,"Los Angeles Clippers",1.10117812464254,94,103.510743716399,93,1.00313658368497,1.01194343188041,10,9,20,35,4,41,880995,"6/3/2022","6/3/2022",0.556707317073171,0.51219512195122,0.0445121951219513,0.381238095238095,0.333333333333333,0.0479047619047619,0.3995,0.325,0.0745,0.25,0.25625,0.00624999999999998,0.742146530354356,0.727272727272727,0.0148738030816283,90,34,20,"New York Knicks",116,-24
"228",1927,"New York Knicks",1.13027345326305,94,106.245704606726,116,0.999927144154126,0.97990948893925,10,15,18,30,2,56,880995,"6/3/2022","6/3/2022",0.552410714285714,0.571428571428571,-0.0190178571428571,0.379,0.433333333333333,-0.0543333333333333,0.420555555555556,0.305555555555556,0.115,0,0.555,0.555,0.716665085929411,0.588235294117647,0.128429791811764,90,42,30,"Los Angeles Clippers",92,24
"229",1926,"Oklahoma City Thunder",1.09668446812289,94,103.088340003552,103,1.07715895338708,0.982106812261224,7,11,13,40,1,45,880994,"6/3/2022","6/3/2022",0.552555555555556,0.644444444444444,-0.0918888888888889,0.308333333333333,0.2,0.108333333333333,0.513461538461538,0.615384615384615,-0.101923076923077,0,0.325,0.325,0.776530924391533,0.9,-0.123469075608467,92,38,19,"Utah Jazz",116,-13
"230",1925,"Utah Jazz",1.1661556554485,93,108.45247595671,116,0.91845363689185,1.00638313522606,11,11,13,52,1,32,880994,"6/3/2022","6/3/2022",0.5753125,0.5625,0.0128125,0.380576923076923,0.442307692307692,-0.0617307692307692,0.441538461538462,0.307692307692308,0.133846153846154,1.5,1.4,-0.1,0.805706369415281,0.8,0.00570636941528091,89,26,17,"Oklahoma City Thunder",103,13
"231",1924,"Houston Rockets",1.03285370867566,101,104.318224576242,123,0.994213839629983,0.980067654658533,17,8,10,37,5,44,880993,"6/3/2022","6/3/2022",0.555681818181818,0.647727272727273,-0.0920454545454545,0.363873873873874,0.387387387387387,-0.0235135135135135,0.443,0.55,-0.107,0.5,0.518,0.018,0.76126535414131,0.735294117647059,0.025971236494251,81,36,33,"Memphis Grizzlies",112,9
"232",1923,"Memphis Grizzlies",1.25052665941445,102,127.553719260274,112,0.957344279831745,1.04822963169375,11,12,17,26,4,60,880993,"6/3/2022","6/3/2022",0.635083333333333,0.591666666666667,0.0434166666666667,0.35025641025641,0.192307692307692,0.157948717948718,0.486176470588235,0.529411764705882,-0.0432352941176471,0.25,0.39,0.14,0.676056876015451,0.633333333333333,0.0427235426821178,97,52,27,"Houston Rockets",121,-9
"233",1921,"Indiana Pacers",1.15736629021892,98,113.421896441454,123,1.00055221679261,1.0067028655505,10,7,13,31,0,54,880992,"6/3/2022","6/3/2022",0.589259259259259,0.666666666666667,-0.0774074074074074,0.363010752688172,0.32258064516129,0.0404301075268817,0.473461538461538,0.692307692307692,-0.218846153846154,NA,NA,NA,0.760977502846423,0.866666666666667,-0.105689163820243,86,42,28,"Washington Wizards",133,-11
"234",1922,"Washington Wizards",1.23904510221442,98,121.426420017013,133,0.956802481221594,1.01467831700188,5,5,9,42,8,37,880992,"6/3/2022","6/3/2022",0.705675675675676,0.743243243243243,-0.0375675675675675,0.348968253968254,0.404761904761905,-0.0557936507936507,0.426111111111111,0.666666666666667,-0.240555555555556,0.5,0.48,-0.02,0.794279899757528,0.805555555555556,-0.0112756557980278,86,29,32,"Indiana Pacers",122,11
"235",1920,"Cleveland Cavaliers",1.05747252802967,94,99.402417634789,104,0.9666555221613,0.984771513274226,16,15,4,36,4,49,880991,"6/3/2022","6/3/2022",0.600510204081633,0.612244897959184,-0.011734693877551,0.360648148148148,0.305555555555556,0.0550925925925926,0.4,0.25,0.15,0.375,0.365,-0.01,0.738003094782756,0.653846153846154,0.0841569409366023,85,43,23,"Toronto Raptors",96,8
"236",1919,"Toronto Raptors",1.1349099982338,94,106.681539833977,96,0.968333552555175,0.972198401541475,7,14,23,24,2,54,880991,"6/3/2022","6/3/2022",0.538148148148148,0.518518518518518,0.0196296296296297,0.345138888888889,0.25,0.0951388888888889,0.438695652173913,0.391304347826087,0.0473913043478261,0.5,0.7625,0.2625,0.748594532159646,0.633333333333333,0.115261198826312,93,46,26,"Cleveland Cavaliers",104,-8
"237",1918,"Milwaukee Bucks",1.16865573445827,97,113.359606242452,132,1.05458682121714,0.972720112095276,14,14,12,33,7,48,880990,"6/3/2022","6/3/2022",0.645833333333333,0.6875,-0.0416666666666666,0.398282828282828,0.484848484848485,-0.0865656565656566,0.5325,0.5,0.0325,0.214285714285714,0.368571428571429,0.154285714285714,0.763499888137738,0.833333333333333,-0.069833445195595,88,39,27,"Phoenix Suns",122,9
"238",1917,"Phoenix Suns",1.07089871155539,98,104.948073732428,122,1.03929162274426,0.987984909404188,11,6,24,32,2,42,880990,"6/3/2022","6/3/2022",0.5725,0.642857142857143,-0.0703571428571429,0.376041666666667,0.458333333333333,-0.0822916666666667,0.398125,0.458333333333333,-0.0602083333333333,0,0,0,0.830952228084315,0.9,-0.069047771915685,94,40,9,"Milwaukee Bucks",131,-9
"239",1916,"Boston Celtics",1.23481439836849,98,121.011811040112,126,1.04141165719805,1.00394771574503,10,10,11,38,1,45,880989,"6/3/2022","6/3/2022",0.640777777777778,0.588888888888889,0.0518888888888889,0.424736842105263,0.491228070175439,-0.0664912280701754,0.430909090909091,0.272727272727273,0.158181818181818,0,0,0,0.798100093475133,0.815789473684211,-0.0176893802090778,82,35,36,"Brooklyn Nets",117,7
"240",1915,"Brooklyn Nets",1.13512586779612,98,111.24233504402,120,1.01833267873362,0.954631752791108,15,12,25,28,8,37,880989,"6/3/2022","6/3/2022",0.555405405405405,0.567567567567568,-0.0121621621621621,0.414404761904762,0.428571428571429,-0.0141666666666667,0.6236,0.58,0.0436000000000001,0.625,0.4875,-0.1375,0.763473518443497,0.85,-0.0865264815565032,89,32,17,"Boston Celtics",124,-7
"241",1913,"Golden State Warriors",1.08763992831371,100,108.763992831371,116,0.99572634885768,1.00982223664174,16,10,12,34,3,52,880988,"5/3/2022","5/3/2022",0.606923076923077,0.548076923076923,0.0588461538461538,0.363725490196078,0.441176470588235,-0.0774509803921569,0.483333333333333,0.416666666666667,0.0666666666666667,0.333333333333333,0.166666666666667,-0.166666666666667,0.702787899340827,0.5,0.202787899340827,92,45,19,"Los Angeles Lakers",123,-7
"242",1914,"Los Angeles Lakers",1.07168555876362,100,107.168555876362,124,1.0191923710893,0.979796884736859,17,12,8,41,8,42,880988,"5/3/2022","5/3/2022",0.6875,0.69047619047619,-0.00297619047619047,0.36390243902439,0.447154471544715,-0.0832520325203252,0.306875,0.125,0.181875,0.375,0.390625,0.015625,0.746826830745959,0.875,-0.128173169254041,90,34,20,"Golden State Warriors",116,7
"243",1912,"Minnesota Timberwolves",1.27173247470832,97,123.358050046707,135,1.0030877150494,1.03238982348349,11,9,6,39,3,48,880987,"5/3/2022","5/3/2022",0.7503125,0.791666666666667,-0.0413541666666667,0.385641025641026,0.427350427350427,-0.0417094017094017,0.329166666666667,0.333333333333333,-0.00416666666666665,0.333333333333333,0.315,-0.0183333333333333,0.776427979985481,0.84375,-0.0673220200145188,86,41,26,"Portland Trail Blazers",120,14
"244",1911,"Portland Trail Blazers",1.04690513576766,97,101.549798169463,121,0.997838919838358,0.999387851765373,15,11,11,40,1,43,880987,"5/3/2022","5/3/2022",0.538372093023256,0.604651162790698,-0.0662790697674418,0.379,0.458333333333333,-0.0793333333333333,0.429545454545455,0.363636363636364,0.0659090909090909,1,0.515,-0.485,0.770396589735571,0.964285714285714,-0.193889124550144,88,35,24,"Minnesota Timberwolves",134,-14
"245",1910,"Memphis Grizzlies",1.16293067834497,102,118.618929191187,124,0.899268164989662,1.00071268640318,7,6,12,35,1,57,880986,"5/3/2022","5/3/2022",0.586228070175439,0.605263157894737,-0.0190350877192983,0.354380952380952,0.428571428571429,-0.0741904761904762,0.377083333333333,0.333333333333333,0.04375,1,0.68,-0.32,0.759662847436803,0.678571428571429,0.0810914188653742,92,46,26,"Orlando Magic",95,29
"246",1909,"Orlando Magic",0.985882310083965,101,99.5741133184804,96,0.993063234820802,0.980817341407252,12,1,13,35,5,43,880986,"5/3/2022","5/3/2022",0.524186046511628,0.593023255813954,-0.0688372093023256,0.322952380952381,0.314285714285714,0.00866666666666667,0.441923076923077,0.346153846153846,0.0957692307692308,0.2,0.31,0.11,0.688752224349611,0.666666666666667,0.0220855576829447,87,34,15,"Memphis Grizzlies",124,-29
"247",1908,"Miami Heat",1.06034098405631,88,93.3100065969552,99,1.05443419706555,1.00154057793062,13,6,20,29,5,29,880985,"5/3/2022","5/3/2022",0.634827586206897,0.706896551724138,-0.0720689655172413,0.335862068965517,0.482758620689655,-0.146896551724138,0.426,0.35,0.076,0.2,0.43,0.23,0.787573332903559,0.833333333333333,-0.0457600004297747,74,22,18,"Philadelphia 76ers",79,22
"248",1907,"Philadelphia 76ers",1.14813897319152,89,102.184368614045,82,0.995937520418061,0.990059774881004,9,13,13,42,6,31,880985,"5/3/2022","5/3/2022",0.605,0.596774193548387,0.00822580645161286,0.362460317460317,0.174603174603175,0.187857142857143,0.479230769230769,0.461538461538462,0.0176923076923077,0.5,0.509166666666667,0.00916666666666666,0.804279775898006,0.708333333333333,0.0959464425646724,82,26,22,"Miami Heat",101,-22
"249",1906,"Charlotte Hornets",1.14941952396825,100,114.941952396825,123,0.9852992702419,0.993980038022449,9,11,5,43,1,54,880984,"5/3/2022","5/3/2022",0.567962962962963,0.611111111111111,-0.0431481481481482,0.374573643410853,0.37984496124031,-0.00527131782945737,0.327,0.2,0.127,1,0.505,-0.495,0.764608227047978,0.892857142857143,-0.128248915809165,92,44,27,"San Antonio Spurs",116,7
