"","X1","Teams","SQ_PPP","Possessions","Points Expected","Points Scored","OFFENSIVE_OPP_rating","DEFENSIVE_OPP_rating","Turnovers","Offensive_Rebounds","Midrange Attempts","3PT Attempts","Post Up Attempts","Drives_Freq","game_id","date","Date","Rim FG% Expected","Rim FG%","Rim FG% Difference","3PT FG% Expected","3PT FG%","3PT FG% Difference","Midrange FG% Expected","Midrange FG%","Midrange FG% Difference","Post Up FG% Expected","Post Up FG%","Post Up FG% Difference","Free Throw % Expected","Free Throw %","Free Throw % Difference","Shot Attempts","Rim Attempts","Free Throw Attempts","Opponent","Points Allowed","Point Differential Team"
"34",2123,"New Orleans Pelicans",1.12563547283273,103,115.940453701771,117,1.04030904635371,1.01395937668536,15,17,15,21,7,60,881093,"20/3/2022","20/3/2022",0.578166666666667,0.525,0.0531666666666666,0.353015873015873,0.333333333333333,0.0196825396825397,0.487,0.466666666666667,0.0203333333333333,0.714285714285714,0.465,-0.249285714285714,0.703159778403802,0.90625,-0.203090221596198,94,54,27,"Atlanta Hawks",112,5
"35",2122,"Houston Rockets",1.00698763228231,104,104.72671375736,98,0.996116670994969,0.976121960775468,17,5,14,31,1,48,881092,"20/3/2022","20/3/2022",0.572291666666667,0.53125,0.0410416666666666,0.337741935483871,0.32258064516129,0.0151612903225806,0.348214285714286,0.357142857142857,-0.00892857142857145,1,0.61,-0.39,0.737244231446519,0.653846153846154,0.0833980776003649,87,40,21,"Memphis Grizzlies",121,-24
"36",2121,"Memphis Grizzlies",1.12971918723105,104,117.49079547203,122,0.95556121046945,1.04926553291822,13,6,14,34,2,54,881092,"20/3/2022","20/3/2022",0.590740740740741,0.583333333333333,0.00740740740740742,0.37421568627451,0.470588235294118,-0.0963725490196079,0.403571428571429,0.357142857142857,0.0464285714285714,0,0.4025,0.4025,0.749740240999909,0.833333333333333,-0.0835930923334242,97,46,16,"Houston Rockets",97,24
"37",2120,"Indiana Pacers",1.08008207129287,92,99.3675505589438,129,0.994044020065417,1.03466450492217,14,11,8,33,2,47,881091,"20/3/2022","20/3/2022",0.625106382978723,0.734042553191489,-0.108936170212766,0.33989898989899,0.424242424242424,-0.0843434343434343,0.35875,0.5,-0.14125,1,0.5425,-0.4575,0.670270742234162,0.833333333333333,-0.163062591099171,83,39,20,"Portland Trail Blazers",97,28
"38",2119,"Portland Trail Blazers",1.01930667944005,91,92.7569078290445,98,0.954328498030419,1.01364892855594,17,10,12,34,0,42,881091,"20/3/2022","20/3/2022",0.650357142857143,0.69047619047619,-0.0401190476190476,0.336078431372549,0.294117647058824,0.0419607843137255,0.442083333333333,0.333333333333333,0.10875,NA,NA,NA,0.742960003122353,0.65,0.0929600031223533,81,36,17,"Indiana Pacers",125,-28
"39",2117,"Los Angeles Lakers",1.10337345204422,98,108.130598300333,119,0.997872312869163,1.00723937694572,12,9,17,36,5,38,881090,"19/3/2022","19/3/2022",0.70328947368421,0.815789473684211,-0.1125,0.336759259259259,0.361111111111111,-0.0243518518518518,0.389705882352941,0.411764705882353,-0.0220588235294117,0.4,0.397,-0.003,0.702998090161965,0.857142857142857,-0.154144766980892,91,33,11,"Washington Wizards",126,-7
"40",2118,"Washington Wizards",1.18930476952579,98,116.551867413527,127,0.994635310975526,1.0083715433442,7,7,17,32,9,39,881090,"19/3/2022","19/3/2022",0.696153846153846,0.717948717948718,-0.0217948717948718,0.353541666666667,0.427083333333333,-0.0735416666666667,0.388529411764706,0.470588235294118,-0.0820588235294117,0.388888888888889,0.366111111111111,-0.0227777777777778,0.772411715869225,0.866666666666667,-0.0942549507974416,85,30,29,"Los Angeles Lakers",119,7
"41",2116,"Cleveland Cavaliers",1.09676665254787,96,105.289598644596,113,0.922082391387069,1.01286218169189,14,13,9,26,2,59,881089,"19/3/2022","19/3/2022",0.563220338983051,0.601694915254237,-0.0384745762711864,0.374358974358974,0.358974358974359,0.0153846153846154,0.422777777777778,0.5,-0.0772222222222222,0,0.2225,0.2225,0.697671702076804,0.653846153846154,0.04382554823065,88,54,22,"Detroit Pistons",107,3
"42",2115,"Detroit Pistons",0.961295217339468,96,92.2843408645889,109,0.968918855906667,0.972682873880425,15,9,9,31,4,48,881089,"19/3/2022","19/3/2022",0.507291666666667,0.552083333333333,-0.0447916666666667,0.344731182795699,0.451612903225806,-0.106881720430108,0.372222222222222,0.333333333333333,0.0388888888888889,0.25,0.2625,0.0125,0.769411374173868,0.777777777777778,-0.00836640360390994,83,41,18,"Cleveland Cavaliers",110,-3
"43",2114,"Charlotte Hornets",1.10312077147354,96,105.89959406146,129,1.06996711956786,1.00080327576831,9,10,12,43,3,45,881088,"19/3/2022","19/3/2022",0.600888888888889,0.577777777777778,0.0231111111111112,0.364418604651163,0.488372093023256,-0.123953488372093,0.377083333333333,0.5,-0.122916666666667,0,0.25,0.25,0.694873440620986,0.678571428571429,0.0163020120495577,88,32,26,"Dallas Mavericks",107,20
"44",2113,"Dallas Mavericks",1.11885457441343,96,107.410039143689,108,1.00502436650435,1.00757107923135,13,12,10,38,2,48,881088,"19/3/2022","19/3/2022",0.605208333333333,0.59375,0.0114583333333333,0.37,0.368421052631579,0.00157894736842105,0.487,0.4,0.087,0,0.3925,0.3925,0.748056838120452,0.772727272727273,-0.0246704346068208,90,40,19,"Charlotte Hornets",127,-20
"45",2111,"Milwaukee Bucks",1.1331240855203,103,116.711780808591,119,0.999504808221338,0.993026489532164,14,14,10,52,8,34,881087,"19/3/2022","19/3/2022",0.6475,0.691176470588235,-0.0436764705882353,0.387820512820513,0.365384615384615,0.0224358974358974,0.464,0.45,0.014,0.25,0.365,0.115,0.728624017454966,0.833333333333333,-0.104709315878368,96,28,17,"Minnesota Timberwolves",138,-19
"46",2112,"Minnesota Timberwolves",1.15256960354857,102,117.562099561955,138,1.04129745030677,0.989836846213773,11,8,7,48,0,45,881087,"19/3/2022","19/3/2022",0.668222222222222,0.7,-0.0317777777777778,0.352361111111111,0.458333333333333,-0.105972222222222,0.404285714285714,0.428571428571429,-0.0242857142857142,NA,NA,NA,0.765261902238584,0.833333333333333,-0.0680714310947494,92,36,26,"Milwaukee Bucks",119,19
"47",2107,"Boston Celtics",1.12627432428304,93,104.743512158323,126,1.01871254627225,1.01430427640544,13,6,7,39,3,43,881086,"18/3/2022","18/3/2022",0.592790697674419,0.616279069767442,-0.0234883720930232,0.362991452991453,0.538461538461538,-0.175470085470085,0.471428571428571,0.428571428571429,0.0428571428571429,0,0.405,0.405,0.772675621041663,0.6875,0.0851756210416625,82,32,16,"Sacramento Kings",97,25
"48",2108,"Sacramento Kings",1.02206010516395,93,95.0515897802473,97,1.02079761286359,0.950726744172048,16,8,11,37,6,37,881086,"18/3/2022","18/3/2022",0.542567567567568,0.445945945945946,0.0966216216216216,0.361081081081081,0.378378378378378,-0.0172972972972973,0.380909090909091,0.454545454545455,-0.0736363636363636,0.666666666666667,0.365,-0.301666666666667,0.677697051592946,0.818181818181818,-0.140484766588873,81,29,21,"Boston Celtics",122,-25
"49",2105,"Chicago Bulls",1.1406906822475,95,108.365614813512,102,1.05368635132874,0.969489861080348,11,13,18,27,3,48,881085,"18/3/2022","18/3/2022",0.6003125,0.604166666666667,-0.0038541666666666,0.36037037037037,0.222222222222222,0.138148148148148,0.4925,0.388888888888889,0.103611111111111,0.333333333333333,0.428333333333333,0.095,0.771206440811816,0.78125,-0.0100435591881842,85,38,31,"Phoenix Suns",128,-29
"50",2106,"Phoenix Suns",1.13728606299152,95,108.042175984195,129,1.02479899935613,1.00758567673845,11,10,24,25,5,40,881085,"18/3/2022","18/3/2022",0.607125,0.7125,-0.105375,0.425333333333333,0.453333333333333,-0.028,0.48125,0.520833333333333,-0.0395833333333334,1,0.53,-0.47,0.771885894895856,0.923076923076923,-0.151191028181067,83,31,25,"Chicago Bulls",99,29
"51",2103,"Los Angeles Clippers",1.05535409853048,97,102.369347557456,92,1.07402679554029,0.982229251470538,11,8,15,35,5,40,881084,"18/3/2022","18/3/2022",0.522,0.55,-0.028,0.389619047619048,0.314285714285714,0.0753333333333333,0.484666666666667,0.433333333333333,0.0513333333333333,0,0.33,0.33,0.792012442125992,0.909090909090909,-0.117078466964917,85,34,21,"Utah Jazz",117,-25
"52",2104,"Utah Jazz",1.13267026805882,96,108.736345733647,121,0.998610383479175,0.97778539060497,12,15,5,43,1,53,881084,"18/3/2022","18/3/2022",0.525660377358491,0.566037735849057,-0.040377358490566,0.370077519379845,0.348837209302326,0.0212403100775194,0.467,0.8,-0.333,1,0.82,-0.18,0.769502397181731,0.75,0.0195023971817306,97,48,13,"Los Angeles Clippers",92,25
"53",2101,"New Orleans Pelicans",1.08557264085224,99,107.471691444372,124,0.981109000074598,0.991148432013945,9,13,18,35,5,45,881083,"18/3/2022","18/3/2022",0.560555555555556,0.588888888888889,-0.0283333333333333,0.330380952380952,0.4,-0.0696190476190476,0.480555555555556,0.611111111111111,-0.130555555555556,0.4,0.356,-0.044,0.699371348828655,0.75,-0.0506286511713452,97,39,16,"San Antonio Spurs",91,31
"54",2102,"San Antonio Spurs",0.970008038793246,99,96.0307958405313,91,0.974811426028127,1.01264709137298,16,8,18,44,6,29,881083,"18/3/2022","18/3/2022",0.605862068965517,0.620689655172414,-0.0148275862068966,0.333181818181818,0.25,0.0831818181818182,0.404444444444444,0.333333333333333,0.0711111111111111,0.5,0.456666666666667,-0.0433333333333333,0.733866576340309,0.791666666666667,-0.0578000903263577,89,22,20,"New Orleans Pelicans",122,-31
"55",2100,"Houston Rockets",1.07725554290141,101,108.802809833043,118,0.95384895497594,1.01421807832252,14,5,10,28,2,54,881082,"18/3/2022","18/3/2022",0.544814814814815,0.592592592592593,-0.0477777777777777,0.361904761904762,0.464285714285714,-0.102380952380952,0.3995,0.3,0.0995,0.25,0.6075,0.3575,0.748594412701815,0.90625,-0.157655587298185,79,42,31,"Indiana Pacers",121,-3
"56",2099,"Indiana Pacers",1.13282727340376,101,114.415554613779,121,0.955819632805579,1.0500739310571,13,14,8,43,2,53,881082,"18/3/2022","18/3/2022",0.598490566037736,0.650943396226415,-0.0524528301886792,0.378372093023256,0.325581395348837,0.0527906976744187,0.369375,0.125,0.244375,1,0.5175,-0.4825,0.746745942930519,0.583333333333333,0.163412609597186,99,46,19,"Houston Rockets",118,3
"57",2098,"Miami Heat",1.1734270214726,93,109.128712996952,120,0.919161351482887,1.00829953249356,6,11,9,50,10,31,881081,"18/3/2022","18/3/2022",0.536774193548387,0.67741935483871,-0.140645161290323,0.372266666666667,0.36,0.0122666666666666,0.413333333333333,0.333333333333333,0.08,0.8,0.5875,-0.2125,0.817431853319756,0.785714285714286,0.0317175676054703,95,28,12,"Oklahoma City Thunder",108,12
"58",2097,"Oklahoma City Thunder",1.11434594681527,93,103.63417305382,108,0.997526409975992,0.988236422037455,10,11,7,34,0,50,881081,"18/3/2022","18/3/2022",0.6211,0.65,-0.0289,0.314019607843137,0.294117647058824,0.0199019607843137,0.455,0.714285714285714,-0.259285714285714,NA,NA,NA,0.752180669264392,0.75,0.00218066926439231,84,43,23,"Miami Heat",120,-12
"59",2095,"Los Angeles Lakers",1.11108267364151,99,109.99718469051,128,0.967203396897606,0.985586620176407,12,13,10,43,0,51,881080,"18/3/2022","18/3/2022",0.636470588235294,0.607843137254902,0.0286274509803922,0.344573643410853,0.441860465116279,-0.0972868217054264,0.345,0.25,0.095,NA,NA,NA,0.657012787234778,0.666666666666667,-0.00965387943188833,96,45,21,"Toronto Raptors",123,5
"60",2096,"Toronto Raptors",1.1387489916262,98,111.597401179368,123,0.994439468514102,1.00767292630204,12,16,14,37,3,49,881080,"18/3/2022","18/3/2022",0.589795918367347,0.714285714285714,-0.124489795918367,0.363153153153153,0.324324324324324,0.0388288288288288,0.402142857142857,0.357142857142857,0.045,1,0.543333333333333,-0.456666666666667,0.712801410773813,0.666666666666667,0.0461347441071468,94,41,20,"Los Angeles Lakers",128,-5
"61",2094,"New York Knicks",1.12787471928263,95,107.14809833185,100,0.996986655009808,1.00726245620725,13,19,18,34,7,46,881079,"18/3/2022","18/3/2022",0.588369565217391,0.489130434782609,0.0992391304347826,0.399509803921569,0.323529411764706,0.0759803921568627,0.418055555555556,0.333333333333333,0.0847222222222223,0.357142857142857,0.405,0.0478571428571429,0.785631701946318,0.777777777777778,0.00785392416853992,90,38,33,"Washington Wizards",97,0
"62",2093,"Washington Wizards",0.98173682857111,95,93.2649987142555,97,1.00445014259155,1.01020550338573,13,3,15,34,3,35,881079,"18/3/2022","18/3/2022",0.533714285714286,0.514285714285714,0.0194285714285715,0.323529411764706,0.382352941176471,-0.0588235294117647,0.408333333333333,0.4,0.0083333333333333,0.333333333333333,0.283333333333333,-0.05,0.768419622582771,0.772727272727273,-0.00430765014450196,79,30,21,"New York Knicks",97,0
"63",2092,"Cleveland Cavaliers",1.15501373856353,101,116.656387594916,119,1.00851916700076,1.02595267974747,11,15,10,38,0,62,881078,"18/3/2022","18/3/2022",0.576532258064516,0.564516129032258,0.012016129032258,0.385263157894737,0.385964912280702,-0.000701754385964944,0.3925,0.2,0.1925,NA,NA,NA,0.748265529281872,0.692307692307692,0.05595783697418,98,52,24,"Denver Nuggets",116,3
